Product Name,Product Description,Price,Release Date,Volume/Size,Country of Origin,Brand Name,Brand Description,Full Ingredient List,New Feature Promotion,Marketing Materials,Packaging Information,Web URL
LANCÔME(ランコム) イドル リップ ジューシー トリート 8.5mL 27 メロン トリート,唇に美しいツヤとボリュームを演出するイドル リップ ジューシー トリート。 スクワランやヒアルロン酸等の保湿成分を贅沢に配合し、みずみずしいのに、べたつかない軽やかなつけ心地を叶えました。 唇を包み込み、ふっくらと弾むような、はじけるツヤ感とうるおいあふれる唇を一日中キープ。 ほんのり透明感カラーから濃厚リッチカラーまで、さまざまなスキントーンに馴染む9色展開。,"￥5,500",2025/5/12,8.5mL,,LANCÔME(ランコム),,,あなた色に発色するリップグロス、誕生。,,商品寸法 (長さx幅x高さ): 26 x 26 x 82 mm,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%82%B8%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%BC-%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88-8-5mL/dp/B0F8B771L6/ref=cs_sr_dp?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-29
LANCÔME(ランコム) イドル リップ ジューシー トリート 8.5mL 27 メロン トリート,唇に美しいツヤとボリュームを演出するイドル リップ ジューシー トリート。 スクワランやヒアルロン酸等の保湿成分を贅沢に配合し、みずみずしいのに、べたつかない軽やかなつけ心地を叶えました。 唇を包み込み、ふっくらと弾むような、はじけるツヤ感とうるおいあふれる唇を一日中キープ。 ほんのり透明感カラーから濃厚リッチカラーまで、さまざまなスキントーンに馴染む9色展開。,"￥5,500",2025/5/12,8.5mL,,LANCÔME(ランコム),,,あなた色に発色するリップグロス、誕生。,,商品寸法 (長さx幅x高さ): 26 x 26 x 82 mm,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%82%B8%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%BC-%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88-8-5mL/dp/B0F8B771L6/ref=sr_1_29?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-29
LANCÔME(ランコム) イドル リップ ジューシー トリート 8.5mL 27 メロン トリート,唇に美しいツヤとボリュームを演出するイドル リップ ジューシー トリート。 スクワランやヒアルロン酸等の保湿成分を贅沢に配合し、みずみずしいのに、べたつかない軽やかなつけ心地を叶えました。 唇を包み込み、ふっくらと弾むような、はじけるツヤ感とうるおいあふれる唇を一日中キープ。 ほんのり透明感カラーから濃厚リッチカラーまで、さまざまなスキントーンに馴染む9色展開。,"￥5,500",2025/5/12,8.5mL,,LANCÔME(ランコム),,,あなた色に発色するリップグロス、誕生。,,商品寸法 (長さx幅x高さ): 26 x 26 x 82 mm,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%82%B8%E3%83%A5%E3%83%BC%E3%82%B7%E3%83%BC-%E3%83%88%E3%83%AA%E3%83%BC%E3%83%88-8-5mL/dp/B0F8B771L6/ref=sr_1_29?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-29#customerReviews
LANCÔME(ランコム) トニック コンフォート N 400mL 化粧水 保湿,肌コンディションを整える「スパ」発想。 ヒアルロン酸*1とスクワランの高保湿成分が肌を包み込みローズウォーター*2が肌を穏やかに。 みずみずしく、もっちりとした肌へ。 *1 ヒアルロン酸Na(保湿成分) *2 センチフォリアバラ花水(整肌成分),"￥8,470",2024/12/31,400.0 ミリリットル,,LANCÔME(ランコム),"スキンケア, メイクアップ, フレグランス",,"【最大2,000ポイント】コスメポイントキャンペーン対象商品: 9/4 (木) 23:59まで。要事前エントリー。",ハイドレーティング,,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%88%E3%83%8B%E3%83%83%E3%82%AF-%E3%82%B3%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%88-400mL/dp/B0DJCQZS9J/ref=sr_1_17?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-17
LANCÔME Tonic Comfort N 13.5 fl oz (400 ml),"""Spa"" concept to correct skin condition. Hyaluronic Acid *1 and Squalane's high moisturizing ingredients wrap your skin while rosewater *2 calms the skin. For fresh, firm skin. *1 Sodium Hyaluronic Acid (moisturizing ingredient) *0.8 inch (2 cm) folia rose water (skin suppressing component)","¥8,470","December 31, 2024",400.0 Milliliters,,Lancôme,"Skin Care, Makeup, Fragrance",,"[Up to 2,000 pt] Eligible Items for Cosmetics Point Campaign: Available until 9/4 23:59. Register & Earn Up to 5X Points on Purchases.",A densely moisturizing lotion that moisturizes your skin,,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%88%E3%83%8B%E3%83%83%E3%82%AF-%E3%82%B3%E3%83%B3%E3%83%95%E3%82%A9%E3%83%BC%E3%83%88-400mL/dp/B0DJCQZS9J/ref=sr_1_17?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-17#customerReviews
LANCÔME(ランコム) イプノ ドールアイ ウォータープルーフ N 6.5mL01 SO BLACK マスカラ 黒 ロング カール,人形のようなぱっちりまつげに仕上がる、ドールアイマスカラ。 ウォータープルーフタイプで、メイクしたての、美しいカールとボリューム感が長時間持続します。 ※こちらの商品は予告なくパッケージが変更になる場合がございます。,"￥5,610",2015/1/15,6.5 ミリリットル,,LANCÔME(ランコム),"スキンケア, メイクアップ, フレグランス",,ウォータープルーフタイプで、メイクしたての美しい仕上がりが24時間*続きます。円錐形の「ドールアイブラシ EX」が、短いまつ毛までしっかりとキャッチし持ち上げることで、大きく印象的で、惹きこまれる目もとを演出します。*ランコム調べ。個人差があります。,ウォータープルーフタイプで、メイクしたての美しい仕上がりが24時間*続きます。円錐形の「ドールアイブラシ EX」が、短いまつ毛までしっかりとキャッチし持ち上げることで、大きく印象的で、惹きこまれる目もとを演出します。*ランコム調べ。個人差があります。,ボトル,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%89%E3%83%BC%E3%83%AB%E3%82%A2%E3%82%A4-%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%97%E3%83%AB%E3%83%BC%E3%83%95-6-5mL01/dp/B00BQK64ZI/ref=sr_1_25?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-25
LANCÔME(ランコム) イプノ ドールアイ ウォータープルーフ N 6.5mL01 SO BLACK マスカラ 黒 ロング カール,ウォータープルーフタイプで、人形のようなぱっちりまつげに仕上がります。 メイクしたての、美しいカールとボリューム感が長時間持続します。 ※こちらの商品は予告なくパッケージが変更になる場合がございます。,"￥5,610",2015/1/15,6.5 ミリリットル,,LANCÔME(ランコム),"スキンケア, メイクアップ, フレグランス",,ウォータープルーフタイプで、メイクしたての美しい仕上がりが24時間*続きます。円錐形の「ドールアイブラシ EX」が、短いまつ毛までしっかりとキャッチし持ち上げることで、大きく印象的で、惹きこまれる目もとを演出します。*ランコム調べ。個人差があります。,ウォータープルーフタイプで、メイクしたての美しい仕上がりが24時間*続きます。円錐形の「ドールアイブラシ EX」が、短いまつ毛までしっかりとキャッチし持ち上げることで、大きく印象的で、惹きこまれる目もとを演出します。*ランコム調べ。個人差があります。,,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%89%E3%83%BC%E3%83%AB%E3%82%A2%E3%82%A4-%E3%82%A6%E3%82%A9%E3%83%BC%E3%82%BF%E3%83%BC%E3%83%97%E3%83%AB%E3%83%BC%E3%83%95-6-5mL01/dp/B00BQK64ZI/ref=sr_1_25?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-25#customerReviews
LANCÔME(ランコム) タンイドル ウルトラ ウェア リキッド N/BO-02 SPF48 PA++ ファンデーション 毛穴レス ロングラスティング ケア成分配合 ケア成分配合,24時間*1崩れないウルトラファンデ*2が進化。 *1 ランコム調べ。個人差があります。 *2 タンイドル ウルトラ ウェア リキッド Nのこと。,"￥7,920",2024/11/1,30.0 ミリリットル,,LANCÔME(ランコム),"スキンケア, メイクアップ, フレグランス",,カバー力、思いのままに。 美しさ止まらない私。 ケア成分*3配合で肌を守る。 *3 ワサビノキ種子エキス（整肌成分）、トコフェロール（整肌成分）、α-グルカンオリゴサッカリド（整肌成分）、ポリムニアソンチホリア根汁（整肌成分）、乳酸桿菌（整肌成分）,カバー力、思いのままに。 美しさ止まらない私。 ケア成分*3配合で肌を守る。 *3 ワサビノキ種子エキス（整肌成分）、トコフェロール（整肌成分）、α-グルカンオリゴサッカリド（整肌成分）、ポリムニアソンチホリア根汁（整肌成分）、乳酸桿菌（整肌成分）,,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%95%E3%82%A1%E3%83%B3%E3%83%87%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-%E3%83%AD%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0-%E3%82%B1%E3%82%A2%E6%88%90%E5%88%86%E9%85%8D%E5%90%88/dp/B0DDK63ZNB/ref=sr_1_7?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-7
LANCÔME(ランコム) タンイドル ウルトラ ウェア リキッド N/BO-02 SPF48 PA++ ファンデーション 毛穴レス ロングラスティング ケア成分配合 ケア成分配合,24時間*1崩れないウルトラファンデ*2が進化。 *1 ランコム調べ。個人差があります。 *2 タンイドル ウルトラ ウェア リキッド Nのこと。,"￥7,920",2024/11/1,30.0 ミリリットル,,LANCÔME(ランコム),"スキンケア, メイクアップ, フレグランス",,カバー力、思いのままに。 美しさ止まらない私。 ケア成分*3配合で肌を守る。 *3 ワサビノキ種子エキス（整肌成分）、トコフェロール（整肌成分）、α-グルカンオリゴサッカリド（整肌成分）、ポリムニアソンチホリア根汁（整肌成分）、乳酸桿菌（整肌成分）,カバー力、思いのままに。 美しさ止まらない私。 ケア成分*3配合で肌を守る。 *3 ワサビノキ種子エキス（整肌成分）、トコフェロール（整肌成分）、α-グルカンオリゴサッカリド（整肌成分）、ポリムニアソンチホリア根汁（整肌成分）、乳酸桿菌（整肌成分）,,https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%95%E3%82%A1%E3%83%B3%E3%83%87%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-%E3%83%AD%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0-%E3%82%B1%E3%82%A2%E6%88%90%E5%88%86%E9%85%8D%E5%90%88/dp/B0DDK63ZNB/ref=sr_1_7?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-7
LANCÔME Tan Idle Ultra Wear Liquid N Single Item/BO-02,"24 hours x 1 unbreakable ultra fan x 2. *1 Lancom Study There are individual differences. *2 Tandle Ultra Wear Liquid N. Coverage, whatever you want I can't stop beauty. 3 care ingredients to protect your skin. *3 Wasabi Seed Extract (Skin Conditioning Ingredient), Tocopherol (Skin Conditioning Ingredient), α-Glucanoligosaccharide (Skin Conditioning Ingredient), Polymnia Soctihoria Root Juice (Skin Conditioning Ingredient), Lactic Acid Bacteria (Skin Condition). Dispenses an appropriate amount from the pump and extends across your face. Use a special sponge to make it more beautiful.","¥7,920","November 1, 2024",30.0 Milliliters,,LANCÔME(ランコム),We work closely with your favorite premium beauty brands and their approved resellers to ensure the premium products sold in our stores are authentic.,,,"Coverage, whatever you want I can't stop beauty. 3 care ingredients to protect your skin.",{'Package Dimensions': '13.3 x 3.7 x 3.2 cm; 130 g'},https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%95%E3%82%A1%E3%83%B3%E3%83%87%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-%E3%83%AD%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0-%E3%82%B1%E3%82%A2%E6%88%90%E5%88%86%E9%85%8D%E5%90%88/dp/B0DDK63ZNB/ref=sr_1_7?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-7#customerReviews
LANCÔME Tan Idle Ultra Wear Care and Glow Single Item/BO-01,"A luxurious blend of 2 types of hyaluronic acid. Moisturizes and keeps dry out. For those who want to enjoy makeup while wearing your skin, Lancom presents ""Care and Glow"" *1 Sodium Hyaluronic Acid (Moisturizing Ingredient) Two types of polymer and low molecular type). Formulated with 1 serum ingredient, a new product that lasts a long time.","¥7,920","November 1, 2024",30.0 Milliliters,,LANCÔME(ランコム),We work closely with your favorite premium beauty brands and their approved resellers to ensure the premium products sold in our stores are authentic.,,"Formulated with 1 serum ingredient, a new product that lasts a long time","A luxurious blend of 2 types of hyaluronic acid. Moisturizes and keeps dry out. For those who want to enjoy makeup while wearing your skin, Lancom presents ""Care and Glow"".",{'Package Dimensions': '13.1 x 3.9 x 3.2 cm; 130 g'},https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%95%E3%82%A1%E3%83%B3%E3%83%87%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-%E3%83%AD%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0-%E3%82%B1%E3%82%A2%E6%88%90%E5%88%86%E9%85%8D%E5%90%88/dp/B0DDK79X9X/ref=sr_1_49?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFu ===
LANCÔME(ランコム) タンイドル ウルトラ ウェア ケア アンド グロウ/BO-01 ファンデーション リキッド 保湿 毛穴レス ロングラスティング ケア成分配合,"""Care while makeup"" is a new common sense *2. A new product that provides a long-lasting glow from the Lancome No. 1 foundation *3 series. Luxuriously blended with 2 types of hyaluronic acid *1. Moisturizes and prevents dryness and collapse. Lancome's ""Care and Glow"" for those who want to enjoy makeup while caring for their skin. With a comfortable feel and serum-like texture, your skin is free. *1 Sodium Hyaluronate (moisturizing ingredient; two types: high molecular and low molecular) *2 Refers to the new habit proposed by Lancome. *3 Refers to Tan Idle Ultra Wear Liquid. Based on cumulative sales volume of foundation within Lancome from May 2018 to August 2023.","¥7,920",2024/11/1,30.0 ミリリットル,,LANCÔME(ランコム),"Amazon is working to ensure that brand official stores sell products according to the quality control standards set by the brand, based on the brand's requests.",,美容液成分*1を配合で、長時間ツヤ感が続く新製品が誕生,「ケアしながらメイクする」という新常識*2。 ランコムNo.1ファンデーション*3のシリーズから、長時間ツヤ感が続く新製品が誕生。,{'Package Dimensions': '13.1 x 3.9 x 3.2 cm; 130 g'},https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%95%E3%82%A1%E3%83%B3%E3%83%87%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-%E3%83%AD%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0-%E3%82%B1%E3%82%A2%E6%88%90%E5%88%86%E9%85%8D%E5%90%88/dp/B0DDK79X9X/ref=sr_1_49?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-49#customerReviews
LANCÔME(ランコム) タンイドル ウルトラ ウェア ケア アンド グロウ/BO-01 ファンデーション リキッド 保湿 毛穴レス ロングラスティング ケア成分配合,"""Care while makeup"" is a new common sense *2. A new product that provides a long-lasting glow from the Lancome No. 1 foundation *3 series. Luxuriously blended with 2 types of hyaluronic acid *1. Moisturizes and prevents dryness and collapse. Lancome's ""Care and Glow"" for those who want to enjoy makeup while caring for their skin. With a comfortable feel and serum-like texture, your skin is free. *1 Sodium Hyaluronate (moisturizing ingredient; two types: high molecular and low molecular) *2 Refers to the new habit proposed by Lancome. *3 Refers to Tan Idle Ultra Wear Liquid. Based on cumulative sales volume of foundation within Lancome from May 2018 to August 2023.","¥7,920",2024/11/1,30.0 Milliliters,,LANCÔME(ランコム),"Amazon is working to ensure that brand official stores sell products according to the quality control standards set by the brand, based on the brand's requests.",,美容液成分*1を配合で、長時間ツヤ感が続く新製品が誕生,「ケアしながらメイクする」という新常識*2。 ランコムNo.1ファンデーション*3のシリーズから、長時間ツヤ感が続く新製品が誕生。,{'Package Dimensions': '13.1 x 3.9 x 3.2 cm; 130 g'},https://www.amazon.co.jp/LANC%C3%94ME-%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0-%E3%83%95%E3%82%A1%E3%83%B3%E3%83%87%E3%83%BC%E3%82%B7%E3%83%A7%E3%83%B3-%E3%83%AD%E3%83%B3%E3%82%B0%E3%83%A9%E3%82%B9%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0-%E3%82%B1%E3%82%A2%E6%88%90%E5%88%86%E9%85%8D%E5%90%88/dp/B0DDK79X9X/ref=sr_1_49?dib=eyJ2IjoiMSJ9.Tv0MsH23of8d6I9H5dsLavMPo31ASQRhlAqf9-r7KRZxXnMTuNSdkGWGFuTeHODxs5rjpv-ctuyhMf3vdv4polYMIdA0TxtYib5OsYO5l8p8fWveQUEhAVRTHQOxYXq0lnC3LWS0fPF74M9_yjYsvcOKNWapQlWbTJ3g0caVYCT0ZUMJULjgeDxDQoOGuokrFqw0N_bNLVlG5ljud7brk8L1xisQjj3W0MifqFLaEcTa7A3Ie0OOmE4zma9APdBVPn86twlC-NhmBH6qeP6mdwoykd8yMe7N9EFxNi5N3Xs.8OYPvXx6d2itstJXropNCizWomTk-KFhdbyW1Ln3-FE&dib_tag=se&keywords=%E3%83%A9%E3%83%B3%E3%82%B3%E3%83%A0&qid=1756019334&sr=8-49
